Citation,DOI,Publication_Year,Paper_ID,Observation_ID,Cohort,Cohort_ID,Latitude,Longitude,Climate_region,Continent,Country,Ecosystem,Plant_invader,Scientific_name,Invsive_plant_ID,Response_variable,Response_variable_broad_cat,Response_variable_classification,Response_plant,Response_plant_scientific_name,Invader_Growth_form,Response_Plant_Growth_form,Growth_form_simililarity,Invader_Flower_symmetry,Response_plant_Flower_symmetry,Flower_symmetry_similarity,Invader_Flower_colour,Response_plant_Flower_colour,Flower_colour_similarity,Pollinator_Taxonomic_affilaition,Order,Source,Study_design,Comparison,n1i,m1i,sd1i,n2i,m2i,sd2i
"Simla et al., 2022. Plants, 11: 1976",10.3390/plants11151976,2022,PR16,OBS74,CHT28,CHT28,14.975,102.1,Tropical,Asia,Thailand,Cropland,Praxelis clematidea,Praxelis clematidea,SP44,Pollinatior richness (Lepidoptera),Richness,Pollinator,NA,NA,Non-woody,NA,,,NA,,,NA,,Insecta,Lepidoptera,Raw data (Available at figshare),Observational,Invaded vs Uninvaded,9,2.56,1.01,9,4,2.96
"Simla et al., 2022. Plants, 11: 1976",10.3390/plants11151976,2022,PR16,OBS75,CHT28,CHT28,14.975,102.1,Tropical,Asia,Thailand,Cropland,Praxelis clematidea,Praxelis clematidea,SP44,Pollinatior richness (Diptera),Richness,Pollinator,NA,NA,Non-woody,NA,,,NA,,,NA,,Insecta,Diptera,Raw data (Available at figshare),Observational,Invaded vs Uninvaded,9,9.78,2.54,9,8.89,3.02
"Simla et al., 2022. Plants, 11: 1976",10.3390/plants11151976,2022,PR16,OBS76,CHT28,CHT28,14.975,102.1,Tropical,Asia,Thailand,Cropland,Praxelis clematidea,Praxelis clematidea,SP44,Pollinatior richness (Other arthropods),Richness,Pollinator,NA,NA,Non-woody,NA,,,NA,,,NA,,Insecta,Mixed,Raw data (Available at figshare),Observational,Invaded vs Uninvaded,9,2.44,1.74,9,0.89,1.05
"Stubbs et al., 2007. Technical report, NPS/NER/NRTR--2007/096",NA,2007,PR17,OBS81,CHT29,CHT29,44.3333901,-68.467627,Non-tropical,North America,USA,Forest,Berberis thunbergii,Berberis thunbergii,SP05,Pollinator vistitation rate,Visitation rate,Pollination,Vaccinium angustifolium,Vaccinium stenophyllum,Woody,Woody,,Actinomorphic,Actinomorphic,Similar,Yellow,White,Dissimilar,Insecta,Mixed,Figure 5,Observational,Invaded vs Uninvaded,12,1.49,0.173205081,11,2.39,0.497493719
"Stubbs et al., 2007. Technical report, NPS/NER/NRTR--2007/096",NA,2007,PR17,OBS82,CHT30,CHT30,44.3333901,-68.467627,Non-tropical,North America,USA,Forest,Frangula alnus,Frangula alnus,SP20,Pollinator vistitation rate,Visitation rate,Pollination,Viburnum nudum,Viburnum nudum,Woody,Woody,,Actinomorphic,Actinomorphic,Similar,white; yellow or green,White,Similar,Insecta,Mixed,Figure 6,Observational,Invaded vs Uninvaded,11,4.81,4.245279732,11,5.46,5.737760887
"Stubbs et al., 2007. Technical report, NPS/NER/NRTR--2007/096",NA,2007,PR17,OBS83,CHT31,CHT31,44.3333901,-68.467627,Non-tropical,North America,USA,Forest,Lythrum salicaria,Lythrum salicaria,SP33,Pollinator vistitation rate,Visitation rate,Pollination,Spiraea alba,Spiraea alba,Non-woody,Woody,,Actinomorphic,Actinomorphic,Similar,Purple,Pinkish white,Similar,Insecta,Mixed,Figure 7,Observational,Invaded vs Uninvaded,13,16.93,2.704163457,8,29.29,27.69030155
"Stubbs et al., 2007. Technical report, NPS/NER/NRTR--2007/096",NA,2007,PR17,OBS84,CHT29,CHT29,44.3333901,-68.467627,Non-tropical,North America,USA,Forest,Berberis thunbergii,Berberis thunbergii,SP05,Fruit set (%),Fruit set,Pollination,Vaccinium angustifolium,Vaccinium stenophyllum,Woody,Woody,,Actinomorphic,Actinomorphic,Similar,Pale yellow/Orange yellow,White,Dissimilar,Insecta,Mixed,Figure 11b,Observational,Invaded vs Uninvaded,9,55.15,31.98,10,63.24,23.2427408
"Stubbs et al., 2007. Technical report, NPS/NER/NRTR--2007/096",NA,2007,PR17,OBS85,CHT30,CHT30,44.3333901,-68.467627,Non-tropical,North America,USA,Forest,Frangula alnus,Frangula alnus,SP20,Fruit set (%),Fruit set,Pollination,Viburnum nudum,Viburnum nudum,Woody,Woody,Similar,Actinomorphic,Actinomorphic,Similar,Pale green/Greenish-white/Yellowish-white.,Creamy white/Yellowish-white,Similar,Insecta,Mixed,Figure 11b,Observational,Invaded vs Uninvaded,7,13.97,4.868182412,8,14.33,13.54816593
"Stubbs et al., 2007. Technical report, NPS/NER/NRTR--2007/096",NA,2007,PR17,OBS86,CHT31,CHT31,44.3333901,-68.467627,Non-tropical,North America,USA,Forest,Lythrum salicaria,Lythrum salicaria,SP33,Fruit set (%),Fruit set,Pollination,Spiraea alba,Spiraea alba,Non-woody,Woody,Dissimilar,Actinomorphic,Actinomorphic,Similar,Purple,Pinkish white,Dissimilar,Insecta,Mixed,Figure 11b,Observational,Invaded vs Uninvaded,11,87.13,4.875438442,9,77.2,7.74
"Da Silva et al., 2013. Oecologia, 172: 469-476",10.1007/s00442-012-2513-7,2013,PR18,OBS87,CHT32,CHT32,44.567,-76.324,Non-tropical,North America,Canada,Wetland,Lythrum salicaria,Lythrum salicaria,SP33,Number of pollinators,Abundance,Pollinator,NA,NA,Non-woody,NA,,Actinomorphic,NA,,Purple,NA,,Insecta,Mixed,Table 1,Observational,Invaded vs Uninvaded,6,35.8,18.61612205,7,41.9,15.87450787
"Da Silva et al., 2013. Oecologia, 172: 469-476",10.1007/s00442-012-2513-7,2013,PR18,OBS88,CHT33,CHT33,44.567,-76.324,Non-tropical,North America,Canada,Wetland,Lythrum salicaria,Lythrum salicaria,SP33,Number of pollinators,Abundance,Pollinator,NA,NA,Non-woody,NA,,Actinomorphic,NA,,Purple,NA,,Insecta,Mixed,Table 1,Observational,Invaded vs Uninvaded,5,54.8,13.64001466,7,41.9,15.87450787
"Da Silva et al., 2013. Oecologia, 172: 469-476",10.1007/s00442-012-2513-7,2013,PR18,OBS89,CHT34,CHT34,44.567,-76.324,Non-tropical,North America,Canada,Wetland,Lythrum salicaria,Lythrum salicaria,SP33,Number of pollinators,Abundance,Pollinator,NA,NA,Non-woody,NA,,Actinomorphic,NA,,Purple,NA,,Insecta,Mixed,Table 1,Observational,Invaded vs Uninvaded,8,57.9,23.47594514,7,41.9,15.87450787
"Da Silva et al., 2013. Oecologia, 172: 469-476",10.1007/s00442-012-2513-7,2013,PR18,OBS90,CHT35,CHT35,44.567,-76.324,Non-tropical,North America,Canada,Wetland,Lythrum salicaria,Lythrum salicaria,SP33,Number of pollinators,Abundance,Pollinator,NA,NA,Non-woody,NA,,Actinomorphic,NA,,Purple,NA,,Insecta,Mixed,Table 1,Observational,Invaded vs Uninvaded,6,35.8,18.61612205,5,56,31.52855848
"Da Silva et al., 2013. Oecologia, 172: 469-476",10.1007/s00442-012-2513-7,2013,PR18,OBS91,CHT36,CHT36,44.567,-76.324,Non-tropical,North America,Canada,Wetland,Lythrum salicaria,Lythrum salicaria,SP33,Number of pollinators,Abundance,Pollinator,NA,NA,Non-woody,NA,,Actinomorphic,NA,,Purple,NA,,Insecta,Mixed,Table 1,Observational,Invaded vs Uninvaded,5,54.8,13.64001466,5,56,31.52855848
"Da Silva et al., 2013. Oecologia, 172: 469-476",10.1007/s00442-012-2513-7,2013,PR18,OBS92,CHT37,CHT37,44.567,-76.324,Non-tropical,North America,Canada,Wetland,Lythrum salicaria,Lythrum salicaria,SP33,Number of pollinators,Abundance,Pollinator,NA,NA,Non-woody,NA,,Actinomorphic,NA,,Purple,NA,,Insecta,Mixed,Table 1,Observational,Invaded vs Uninvaded,8,57.9,23.47594514,5,56,31.52855848
"Da Silva et al., 2013. Oecologia, 172: 469-476",10.1007/s00442-012-2513-7,2013,PR18,OBS93,CHT38,CHT38,44.567,-76.324,Non-tropical,North America,Canada,Wetland,Lythrum salicaria,Lythrum salicaria,SP33,Seed set ,Seed set,Pollination,Decodon verticillatus,Decodon verticillatus,Non-woody,Woody,Dissimilar,Actinomorphic,Actinomorphic,Similar,Purple,Purple,Similar,Insecta,Mixed,Figure 2,Observational,Invaded vs Uninvaded,43,25.27,9.573860245,20,21.47,9.793977741
"Larson et al., 2016. PLoS ONE 11(5): e0155068",10.1371/journal.pone.0155068,2016,PR19,OBS94,CHT39,CHT39,43.6829223,-102.7123991,Non-tropical,North America,USA,Grassland,Cirsium arvense,Cirsium arvense,SP16,number of insect species,Richness,Pollinator,NA,NA,Non-woody,Woody/Non-woody,,,NA,,,NA,,Insecta,Mixed,Figure 3a,Observational,Invaded vs Uninvaded,5,9.36,3.823676242,7,7.61,5.000469978
"Flanagan et al., 2010.  Oecologia, 164, 445-454",10.1007/s00442-010-1693-2,2010,PR20,OBS95,CHT41,CHT40,43.3877048,-88.0241135,Non-tropical,North America,USA,NA,Lythrum salicaria,Lythrum salicaria,SP33,visits per flower per hour,Visitation rate,Pollination,Mimulus ringens,Mimulus ringens,Non-woody,Non-woody,Similar,Actinomorphic,Zygomorphic,Dissimilar,Purple,Blue,Dissimilar,Insecta,Hymnoptera,Text,Experimental,Invaded vs Uninvaded,45,1.83,2.549117494,45,1.64,2.549117494
"Flanagan et al., 2010.  Oecologia, 164, 445-454",10.1007/s00442-010-1693-2,2010,PR20,OBS96,CHT41,CHT40,43.3877048,-88.0241135,Non-tropical,North America,USA,NA,Lythrum salicaria,Lythrum salicaria,SP33,mean number of seeds per Mimulus fruit,Seed set,Pollination,Mimulus ringens,Mimulus ringens,Non-woody,Non-woody,Similar,Actinomorphic,Zygomorphic,Dissimilar,Purple,Blue,Dissimilar,Insecta,Hymnoptera,Figure 4,Experimental,Invaded vs Uninvaded,45,1360,1207.476708,45,2020,1140.394669
"Flanagan et al., 2010.  Oecologia, 164, 445-454",10.1007/s00442-010-1693-2,2010,PR20,OBS97,CHT41,CHT40,43.3877048,-88.0241135,Non-tropical,North America,USA,NA,Lythrum salicaria,Lythrum salicaria,SP33,mean number of bees per array,Abundance,Pollinator,Mimulus ringens,Mimulus ringens,Non-woody,Non-woody,,Actinomorphic,Zygomorphic,,Purple,Blue,,Insecta,Hymnoptera,Figure 2,Experimental,Invaded vs Uninvaded,65,1.91,2.338054747,65,0.58,2.25743217
"Török et al., 2025. Basic and Applied Ecology, 85: 1-10",10.1016/j.baae.2025.03.009,2025,PR21,OBS98,CHT42,CHT41,46.9631441,19.779632,Non-tropical,Europe,Hungary,Grassland,Asclepias syriaca,Asclepias syriaca,SP04,Flower visitor species richness,Richness,Pollinator,NA,NA,Non-woody,NA,,,NA,,White/Pink/Red,NA,,Insecta,Mixed,Text,Observational,Invaded vs Uninvaded,34,6.11,2.857166428,34,7.11,3.265333061
"Vilà  et al., 2009. Proceedings of the Royal Society B-Biological Sciences, 276: 3887-3893",10.1098/rspb.2009.1076,2009,PR22,OBS99,CHT43,CHT42,35.3240386,-17.5959246,Non-tropical,Europe,Spain,NA,Carpobrotus affine acinaciformis,Carpobrotus affine acinaciformis,SP10,Pollinator richness (%),Richness,Pollinator,NA,NA,Non-woody,NA,,Actinomorphic,NA,,Purplish-pink,NA,,Insecta,Mixed,Figure 1a,Observational,Invaded vs Uninvaded,3,54.73,3.013768405,3,17.41,2.147743001
